gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN0107	Ortholog of Aspergillus versicolor : Aspve1_0157204, Aspergillus zonatus : Aspzo1_0055006, Aspergillus sydowii : Aspsy1_0195148 and Aspergillus aculeatus ATCC16872 : Aacu16872_016220	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0106	Protein kinase C; essential gene; required for wild-type level of growth, cell wall integrity and penicillin biosynthesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0105	Has domain(s) with predicted translation initiation factor activity and role in translational initiation	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0104	Ortholog(s) have role in protein N-linked glycosylation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12227	Ortholog of Aspergillus wentii : Aspwe1_0182138, Aspergillus versicolor : Aspve1_0035407, Aspergillus niger ATCC 1015 : 127671-mRNA and Aspergillus zonatus : Aspzo1_0293089	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0103	Protein phosphatase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12226	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0102	Has domain(s) with predicted catalytic activity, nitronate monooxygenase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0101	Has domain(s) with predicted oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0100	Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0099	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0098	Putative Gal4-type zinc finger protein that regulates expression of genes involved in nitrate assimilation	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9523	Ortholog of A. fumigatus Af293 : Afu5g12040, A. niger CBS 513.88 : An18g02305, A. oryzae RIB40 : AO090120000321, Aspergillus wentii : Aspwe1_0445614 and Aspergillus sydowii : Aspsy1_0054923	TRUE	overlapStart	TRUE	overlapEnd	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0097	Ortholog(s) have role in DNA recombination, double-strand break repair via nonhomologous end joining and DNA ligase IV complex, nuclear chromatin, nucleolus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0096	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, nucleic acid binding, zinc ion binding activity	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0095	Has domain(s) with predicted calcium ion binding activity	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0094	Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0093	Ortholog of A. fumigatus Af293 : Afu5g12090, A. niger CBS 513.88 : An18g02240, A. oryzae RIB40 : AO090120000325, Aspergillus wentii : Aspwe1_0445637 and Aspergillus terreus NIH2624 : ATET_02066	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0092	Putative methyltransferase with a predicted role in histidine metabolism	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0091	Ortholog(s) have histone methyltransferase activity (H3-K79 specific), nucleosomal histone binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0090	Ortholog of A. fumigatus Af293 : Afu5g12120, A. niger CBS 513.88 : An18g02220/atg16, Aspergillus wentii : Aspwe1_0170744, Aspergillus sydowii : Aspsy1_0040537 and Aspergillus terreus NIH2624 : ATET_02061	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0089	Putative small GTPase involved in endosomal maturation and vacuolar biogenesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0088	Has domain(s) with predicted integral component of membrane localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0087	Ortholog(s) have cytoplasm, plasma membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0086	Has domain(s) with predicted mannosyltransferase activity, role in protein glycosylation and membrane localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0085	Ortholog of A. fumigatus Af293 : Afu5g12170, A. niger CBS 513.88 : An18g02150, A. oryzae RIB40 : AO090120000334, Aspergillus wentii : Aspwe1_0026669 and Aspergillus sydowii : Aspsy1_0040526	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0084	Ortholog(s) have GTPase activator activity, Ran GTPase binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0083	Transcription initiation factor subunit; protein expressed at decreased levels in a hapX mutant versus wild-type	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0082	Phosducin-like protein; positive regulator of G-beta (SfaD) and G-gamma (GpgA) activity; suppressor of flbA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0081	Beta subunit of a heterotrimeric G protein composed of FadA, SfaD, GpgA and involved in regulation of proliferation and conidiophore development; mutant produces increased amounts of extracellular proteinase during carbon starvation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0080	Putative aldolase with a predicted role in naphthalene degradation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10013	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10011	Has domain(s) with predicted oxidoreductase activity, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0078	MYND zinc-finger protein; mutation causes polarity defects, abnormal hyphal branching and septation, abnormal germling morphology; mutation suppresses aconidial phenotype of apsA mutant; C-terminal zinc-fingers required for function	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0077	Has domain(s) with predicted oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0076	Ortholog(s) have role in cellular response to DNA damage stimulus, interspecies interaction between organisms and P-body, cytoplasmic stress granule, nuclear periphery, polysome localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0075	Putative protein disulfide isomerase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0074	Ortholog(s) have role in nuclear division, rRNA processing, ribosomal large subunit biogenesis and mitotic spindle pole body, nuclear periphery, nucleolus, preribosome, large subunit precursor localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0073	Ortholog of A. fumigatus Af293 : Afu5g12302, A. niger CBS 513.88 : An01g02110, A. oryzae RIB40 : AO090120000347, Aspergillus wentii : Aspwe1_0170763 and Aspergillus sydowii : Aspsy1_0195064	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0072	Putative pseudouridine synthase with a predicted role in pyrimidine metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0071	Ortholog of A. fumigatus Af293 : Afu5g12320, A. niger CBS 513.88 : An01g02090, A. oryzae RIB40 : AO090120000349, Aspergillus wentii : Aspwe1_0026685 and Aspergillus sydowii : Aspsy1_0027598	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0070	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase; involved in purine utilization; inducible by uric acid and repressible by ammonium; under the control of the UaY protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0069	Putative protein transport protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0068	Has domain(s) with predicted 7S RNA binding activity, role in SRP-dependent cotranslational protein targeting to membrane, negative regulation of translational elongation and signal recognition particle localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0067	Putative ribonucleotide reductase small subunit; transcript upregulated in response to camptothecin	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0066	Ortholog(s) have isopropylmalate transmembrane transporter activity, malonate(1-) transmembrane transporter activity, oxaloacetate transmembrane transporter activity, sulfate transmembrane transporter activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0065	Ortholog(s) have histone methyltransferase activity (H3-K4 specific) activity	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0064	Ortholog of A. fumigatus Af293 : Afu5g12380, A. niger CBS 513.88 : An14g06840, A. oryzae RIB40 : AO090120000356, Aspergillus wentii : Aspwe1_0447672 and Aspergillus sydowii : Aspsy1_0101454	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0063	Has domain(s) with predicted integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0062	Ortholog(s) have role in invasive growth in response to glucose limitation, protein urmylation, pseudohyphal growth, tRNA wobble position uridine thiolation and cytosolic tRNA wobble base thiouridylase complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0061	Ortholog of S. cerevisiae : YLR326W, A. fumigatus Af293 : Afu5g12410, A. oryzae RIB40 : AO090120000361, Aspergillus wentii : Aspwe1_0026696 and Aspergillus sydowii : Aspsy1_0103462	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10010	Ortholog(s) have P-body localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10012	Ortholog(s) have role in protein maturation by iron-sulfur cluster transfer and mitochondrial matrix localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0059	Ortholog(s) have spliceosomal complex localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0058	Has domain(s) with predicted catalytic activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0057	Has domain(s) with predicted ATP binding, aminoacyl-tRNA ligase activity, tyrosine-tRNA ligase activity, role in tRNA aminoacylation for protein translation, tyrosyl-tRNA aminoacylation and cytoplasm localization	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10014	Protein of unknown function	TRUE	includeFeature	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN0056	Arrestin-like protein; involved in UapA ubiquitination, endocytosis and vacuolar turnover; HulA-dependent ubiquitination at Lys-343 is critical for function	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN0055	Transmembrane protein involved in regulation of conidium development; required for expression of brlA; predicted oxidoreductase with FAD-binding and haem-binding domains	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0054	Putative adenylate-forming enzyme	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	insideOverlapEnd	FALSE	NA	FALSE	NA
AN12270	Protein of unknown function	TRUE	includeFeature	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0053	Ortholog of A. fumigatus Af293 : Afu5g12500, A. oryzae RIB40 : AO090120000375, Aspergillus wentii : Aspwe1_0170789, Aspergillus sydowii : Aspsy1_0144467 and Aspergillus terreus NIH2624 : ATET_02022	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0052	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0051	Putative dioxygenase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0050	Putative picolinic acid decarboxylase with a predicted role in aromatic amino acid family biosynthesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12269	Ortholog of A. fumigatus Af293 : Afu5g12450, A. niger CBS 513.88 : An14g06770, A. oryzae RIB40 : AO090120000369, Aspergillus wentii : Aspwe1_0447955 and Aspergillus sydowii : Aspsy1_0596345	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0049	Ortholog(s) have N-acetylglucosaminylphosphatidylinositol deacetylase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0048	Ortholog of A. fumigatus Af293 : Afu5g12560, A. niger CBS 513.88 : An14g06630, A. oryzae RIB40 : AO090120000382, Aspergillus wentii : Aspwe1_0026710 and Aspergillus sydowii : Aspsy1_0097984	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10007	Ortholog(s) have chromatin binding, poly(U) RNA binding, telomerase RNA binding activity and role in mRNA splicing, via spliceosome	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN10003	Has domain(s) with predicted GTP binding, GTPase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0046	Putative histidyl-tRNA synthetase with a predicted role in tRNA aminoacylation; intracellular, menadione stress-induced protein; expression reduced after exposure to farnesol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0045	Transcript induced by light in in developmentally competent mycelia	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0044	Ortholog(s) have ubiquitin protein ligase activity, role in nucleotide-excision repair, postreplication repair, protein ubiquitination and site of double-strand break localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0043	Has domain(s) with predicted transferase activity and role in biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0042	Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0041	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10006	Has domain(s) with predicted zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0040	Ortholog(s) have 3'-5' exonuclease activity, DNA-directed DNA polymerase activity, role in mitochondrial DNA replication and mitochondrion localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0039	Ortholog of S. cerevisiae : YNL011C, A. fumigatus Af293 : Afu5g12650, A. niger CBS 513.88 : An14g06550, A. oryzae RIB40 : AO090120000392 and Aspergillus wentii : Aspwe1_0131485	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0038	Putative 1-phosphatidylinositol-3-kinase; involved in DNA damage response; mutants display defects in cell polarity and in microtubule organization at the hyphal tip; mutants are camptothecin sensitive; reduced growth on AVICEL medium	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10002	Putative nuclear pore complex with homology to Saccharomyces cerevisiae Nup192p	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10008	Predicted ubiquitin protein ligase; role in ubiquitin-dependent protein catabolism and cullin-RING ubiquitin ligase complex localization; NeddH-associated protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0036	Has domain(s) with predicted oxidoreductase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0035	Protein of unknown function	TRUE	insideOverlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN0034	Putative glycerone kinase with a predicted role in glycerol metabolism; transcript upregulated by growth in glycerol	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA
AN0033	Ortholog of A. nidulans FGSC A4 : AN10483, AN2809, AN2115, AN12460, A. fumigatus Af293 : Afu2g00940, Afu2g16560, Afu3g15340, Afu7g00460, Afu7g06360 and A. niger CBS 513.88 : An14g02830, An16g00830	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0032	Ortholog of A. nidulans FGSC A4 : AN2556, A. niger CBS 513.88 : An11g09050, A. oryzae RIB40 : AO090010000754 and Neosartorya fischeri NRRL 181 : NFIA_113020	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0031	Protein of unknown function	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0030	Has domain(s) with predicted hydrolase activity	TRUE	upstream	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0029	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0028	Has domain(s) with predicted hydrolase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0027	Ortholog of A. nidulans FGSC A4 : AN12088, A. fumigatus Af293 : Afu2g09400, A. niger CBS 513.88 : An12g05000 and A. oryzae RIB40 : AO090011000294, AO090026000051, AO090011000747, AO090011000330	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0026	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0025	Ortholog of A. nidulans FGSC A4 : AN5400, AN9282, AN7063, AN7804/stcW, AN8757, A. fumigatus Af293 : Afu6g03020, Afu6g13790 and A. niger CBS 513.88 : An08g09190, An03g06480, An11g08030, An13g01810, An12g07380	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0024	Has domain(s) with predicted oxidoreductase activity, zinc ion binding activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10005	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0023	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0022	Putative alpha-1,4-galactosidase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0021	Ortholog of A. fumigatus Af293 : Afu3g00630, A. niger CBS 513.88 : An01g07950, An14g07300, An01g11330, An06g02140 and A. oryzae RIB40 : AO090010000178, AO090026000311, AO090003000892	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0020	Ortholog of A. fumigatus Af293 : Afu2g00190, A. niger CBS 513.88 : An15g07480, Aspergillus versicolor : Aspve1_0365574, Aspergillus niger ATCC 1015 : 40853-mRNA and Aspergillus zonatus : Aspzo1_0077270	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0019	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0018	Possible pseudogene	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0017	Has domain(s) with predicted copper ion binding activity and role in copper ion homeostasis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0016	Putative nonribosomal peptide synthase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0015	Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0014	Ortholog of Aspergillus versicolor : Aspve1_0040337, Aspergillus sydowii : Aspsy1_0029973 and Aspergillus terreus NIH2624 : ATET_01744	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN0013	Possible pseudogene	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10009	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0012	Ortholog of A. fumigatus Af293 : Afu5g10930, A. oryzae RIB40 : AO090701000510, Aspergillus flavus NRRL 3357 : AFL2T_06133 and Neosartorya fischeri NRRL 181 : NFIA_076310	FALSE	NA	FALSE	NA	TRUE	inside	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0011	Possible pseudogene	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0010	Possible pseudogene, similar to amino acid transporter	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0009	Has domain(s) with predicted catalytic activity, hydrolase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
