chr	start	end	gene	score	strand	length	DESCRIPTION	is_TF	is_SM_gene	SM_cluster	An_untagged_20h_polII_1	is_expressed.An_untagged_20h_polII_1	An_untagged_48h_polII_1	is_expressed.An_untagged_48h_polII_1	An_kdmB_del_20h_polII_1	is_expressed.An_kdmB_del_20h_polII_1	An_kdmB_del_48h_polII_1	is_expressed.An_kdmB_del_48h_polII_1	untagged_48h_vs_untagged_20h_polII	kdmB_del_48h_vs_kdmB_del_20h_polII	kdmB_del_20h_vs_untagged_20h_polII	kdmB_del_48h_vs_untagged_48h_polII	hasPeak.An_kdmB_20h_HA_1	peakId.An_kdmB_20h_HA_1	peakDist.An_kdmB_20h_HA_1	summitDist.An_kdmB_20h_HA_1	peakType.An_kdmB_20h_HA_1	enrichment.An_kdmB_20h_HA_1	pval.An_kdmB_20h_HA_1	tesPeakType.An_kdmB_20h_HA_1	tesEnrichment.An_kdmB_20h_HA_1	tesPval.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	peakId.An_kdmB_48h_HA_1	peakDist.An_kdmB_48h_HA_1	summitDist.An_kdmB_48h_HA_1	peakType.An_kdmB_48h_HA_1	enrichment.An_kdmB_48h_HA_1	pval.An_kdmB_48h_HA_1	tesPeakType.An_kdmB_48h_HA_1	tesEnrichment.An_kdmB_48h_HA_1	tesPval.An_kdmB_48h_HA_1	group
ChrI_A_nidulans_FGSC_A4	232509	232965	AN10818	.	+	456	Protein of unknown function	FALSE	FALSE	NA	0.9243	FALSE	2.0292	FALSE	1.5032	FALSE	0.4498	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1235	-1518	-1715	upstream	5.93267	53.85787	NA	NA	NA	2
ChrI_A_nidulans_FGSC_A4	234557	235316	AN6424	.	-	759	Ortholog of A. niger CBS 513.88 : An09g02380, A. oryzae RIB40 : AO090005000187, Aspergillus wentii : Aspwe1_0046686, Aspergillus versicolor : Aspve1_0652300 and Aspergillus clavatus NRRL 1 : ACLA_067550	FALSE	FALSE	NA	7.0831	FALSE	4.3703	FALSE	5.5268	FALSE	4.4741	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	235404	236123	AN6423	.	-	719	Ortholog of A. fumigatus Af293 : Afu3g00960, A. niger CBS 513.88 : An16g08680, A. oryzae RIB40 : AO090009000250 and Aspergillus wentii : Aspwe1_0045294, Aspwe1_0109966	FALSE	FALSE	NA	19.2723	TRUE	7.5407	FALSE	15.2088	TRUE	5.2454	FALSE	-1.24708355569404	-1.37591140613459	-0.322732492969156	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	236546	237561	AN6422	.	-	1015	Has domain(s) with predicted hydrolase activity, hydrolase activity, acting on ester bonds activity and role in lipid metabolic process	FALSE	FALSE	NA	2.4578	FALSE	2.755	FALSE	2.0552	FALSE	0.9691	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	238181	239167	AN6421	.	-	986	Ortholog(s) have cyanamide hydratase activity and role in cyanamide metabolic process	FALSE	FALSE	NA	1.0319	FALSE	2.6117	FALSE	1.5845	FALSE	0.7441	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	242408	243275	AN6420	.	-	867	Ortholog of A. fumigatus Af293 : Afu2g01100, A. niger CBS 513.88 : An09g04970, A. oryzae RIB40 : AO090005001149, Aspergillus wentii : Aspwe1_0033340 and Aspergillus sydowii : Aspsy1_0178541	FALSE	FALSE	NA	1.6542	FALSE	2.794	FALSE	1.2894	FALSE	1.2017	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	245715	247134	AN6419	.	+	1419	Ortholog of A. nidulans FGSC A4 : AN6413, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202	FALSE	FALSE	NA	2.3733	FALSE	2.5571	FALSE	1.7016	FALSE	0.951	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	pseudo_overlapEnd	3.01641	8.00055	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	247683	249616	AN6418	.	+	1933	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	2.0798	FALSE	2.1612	FALSE	1.6673	FALSE	1.0967	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1132	-243	-508	upstream	3.01641	8.00055	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrI_A_nidulans_FGSC_A4	250828	253677	AN6417	.	+	2849	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	0.9559	FALSE	1.8379	FALSE	1.7962	FALSE	1.1447	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	255194	255674	AN6416	.	+	480	Protein of unknown function	FALSE	FALSE	NA	0.7095	FALSE	2.8468	FALSE	2.238	FALSE	0.611	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	256163	257635	AN6415	.	-	1472	Protein of unknown function	FALSE	FALSE	NA	0.8221	FALSE	2.1354	FALSE	1.6495	FALSE	1.2159	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	260625	262493	AN6414	.	-	1868	Putative cytochrome P450; transcript is induced by nitrate; predicted NirA binding site in promoter	FALSE	FALSE	NA	1.168	FALSE	2.0768	FALSE	1.1191	FALSE	1.3468	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	263748	265335	AN6413	.	-	1587	Ortholog of A. nidulans FGSC A4 : AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202	FALSE	FALSE	NA	2.5411	FALSE	3.6013	FALSE	1.6046	FALSE	1.4627	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1133	-276	-427	upstream	5.34168	27.94314	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1236	-207	-425	upstream	4.30989	45.5656	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	267236	269280	AN6412	.	-	2044	Putative xylose transporter	FALSE	FALSE	NA	2.2883	FALSE	11.9177	FALSE	2.2641	FALSE	12.7322	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	269727	270546	AN6411	.	-	819	Putative GNAT-type acetyltransferase	FALSE	FALSE	NA	2.4504	FALSE	4.97	FALSE	2.3846	FALSE	8.3094	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	273440	276756	AN6410	.	-	3316	Protein of unknown function; transcript is induced by nitrate	FALSE	FALSE	NA	1.0042	FALSE	3.0986	FALSE	1.5522	FALSE	1.1394	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	277144	278674	AN6409	.	+	1530	Ortholog of A. fumigatus Af293 : Afu4g00760, A. oryzae RIB40 : AO090020000610, Aspergillus flavus NRRL 3357 : AFL2T_10736 and Neosartorya fischeri NRRL 181 : NFIA_044890	FALSE	FALSE	NA	0.8563	FALSE	3.6356	FALSE	1.541	FALSE	1.5155	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	279065	279642	AN6408	.	-	577	Ortholog of A. fumigatus Af293 : Afu1g02300, A. niger CBS 513.88 : An01g05890, An02g00680, A. oryzae RIB40 : AO090005000870, AO090012000134 and Aspergillus wentii : Aspwe1_0025641, Aspwe1_0174993, Aspwe1_0177606	FALSE	FALSE	NA	1.3078	FALSE	1.8228	FALSE	1.8829	FALSE	0.9836	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	280393	282197	AN6407	.	-	1804	Ortholog(s) have oxidoreductase activity and role in steroid metabolic process	FALSE	FALSE	NA	1.3529	FALSE	2.2934	FALSE	1.4354	FALSE	2.0764	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1134	-3181	-3357	upstream	3.01323	6.64059	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrI_A_nidulans_FGSC_A4	285583	286166	AN6406	.	-	583	Protein of unknown function	FALSE	FALSE	NA	2.9845	FALSE	4.443	FALSE	6.8747	FALSE	4.3976	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1135	0	-110	overlapStart	6.08848	36.05198	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1237	0	-50	overlapStart	4.2446	32.62282	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	286403	287393	AN6405	.	+	990	Has domain(s) with predicted catalytic activity, lysozyme activity and role in carbohydrate metabolic process, cell wall macromolecule catabolic process, peptidoglycan catabolic process	FALSE	FALSE	NA	6.1554	FALSE	4.9707	FALSE	7.525	FALSE	2.6434	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1135	0	-128	overlapStart	6.08848	36.05198	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1237	0	-188	overlapStart	4.2446	32.62282	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	288010	289336	AN6404	.	-	1326	Has domain(s) with predicted zinc ion binding activity	FALSE	FALSE	NA	36.2222	TRUE	10.1326	FALSE	125.2255	TRUE	33.0717	TRUE	-1.74137275667342	-1.88935755485762	1.7617681593357	1.6137833611515	TRUE	An_kdmB_20h_HA_1_narrow_peak_1136	-129	-323	upstream	8.65666	66.81524	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1238	-153	-336	upstream	6.23596	65.26614	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	291658	293458	AN6403	.	-	1800	Ortholog of Aspergillus clavatus NRRL 1 : ACLA_055850 and Aspergillus aculeatus ATCC16872 : Aacu16872_061969	FALSE	FALSE	NA	0.9536	FALSE	2.8298	FALSE	1.7534	FALSE	1.1773	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	294117	295121	AN11917	.	+	1004	Has domain(s) with predicted O-methyltransferase activity	FALSE	FALSE	NA	1.1064	FALSE	2.4894	FALSE	1.0968	FALSE	0.6988	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	295630	297112	AN11916	.	+	1482	Has domain(s) with predicted ATP binding activity	FALSE	FALSE	NA	1.0351	FALSE	1.9374	FALSE	1.2128	FALSE	0.6827	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	297871	299021	AN6401	.	-	1150	Putative hydrophobin	FALSE	FALSE	NA	1.0163	FALSE	2.2084	FALSE	3.3224	FALSE	1.2111	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	299667	302660	AN6400	.	-	2993	Ortholog(s) have ferric-chelate reductase activity, role in cellular response to iron ion starvation, siderophore transport and plasma membrane localization	FALSE	FALSE	NA	0.9877	FALSE	2.7564	FALSE	1.7808	FALSE	1.5645	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1137	-100	-226	upstream	2.5451	5.4993	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrI_A_nidulans_FGSC_A4	303729	305612	AN6399	.	-	1883	Putative bleomycin hydrolase	FALSE	FALSE	NA	0.9761	FALSE	2.6372	FALSE	1.8165	FALSE	2.0657	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	306701	307719	AN6398	.	-	1018	Ortholog(s) have intracellular localization	FALSE	FALSE	NA	0.9653	FALSE	2.3627	FALSE	1.527	FALSE	1.053	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	308116	309897	AN6397	.	-	1781	Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity and role in mitochondrial respiratory chain complex III assembly	FALSE	FALSE	NA	1.2359	FALSE	2.7425	FALSE	1.774	FALSE	3.4723	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	311441	314040	AN6396	.	+	2599	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	TRUE	FALSE	NA	1.0032	FALSE	2.8728	FALSE	1.7287	FALSE	0.9214	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	314755	316910	AN6395	.	+	2155	Protein with rhamnogalacturonan lyase activity, involved in degradation of pectin	FALSE	FALSE	NA	1.5744	FALSE	3.1857	FALSE	1.5547	FALSE	1.0401	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	316951	318754	AN6394	.	-	1803	Putative acyl-coA dehydrogenase	FALSE	FALSE	NA	3.9579	FALSE	5.2717	FALSE	2.8897	FALSE	1.4582	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1138	0	1464	inside	5.18636	22.05946	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
ChrI_A_nidulans_FGSC_A4	319277	320064	AN6393	.	-	787	Has domain(s) with predicted acetyltransferase activity	FALSE	FALSE	NA	1.5025	FALSE	3.453	FALSE	1.5143	FALSE	1.7648	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	320355	322034	AN6392	.	-	1679	Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	TRUE	FALSE	NA	1.3702	FALSE	3.5116	FALSE	1.8303	FALSE	1.8327	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1139	-496	-652	pseudo_upstream	3.34439	8.93654	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1239	0	-31	overlapStart	2.34778	7.83424	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	322832	324200	AN11915	.	+	1368	Ortholog(s) have intracellular localization	FALSE	FALSE	NA	3.6886	FALSE	9.0291	FALSE	5.0451	FALSE	6.564	FALSE	0	0	0	0	TRUE	An_kdmB_20h_HA_1_narrow_peak_1139	0	-147	overlapStart	3.34439	8.93654	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1240	0	-249	overlapStart	2.05281	6.59559	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	324365	326112	AN6391	.	+	1747	Protein phosphatase	FALSE	FALSE	NA	10.6122	FALSE	9.6361	FALSE	8.2526	FALSE	10.0701	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	328112	329873	AN6390	.	-	1761	Has domain(s) with predicted homogentisate 1,2-dioxygenase activity and role in L-phenylalanine catabolic process, oxidation-reduction process, tyrosine metabolic process	FALSE	FALSE	NA	1.4586	FALSE	2.4781	FALSE	2.2511	FALSE	1.4705	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	330550	332356	AN6389	.	-	1806	Ortholog of A. fumigatus Af293 : Afu1g03300, Afu6g10800, A. niger CBS 513.88 : An11g00440, A. oryzae RIB40 : AO090023000186, Aspergillus wentii : Aspwe1_0039443 and Aspergillus sydowii : Aspsy1_0058314	FALSE	FALSE	NA	0.9864	FALSE	2.7198	FALSE	1.6762	FALSE	1.3045	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	333442	336147	AN6388	.	+	2705	Putative beta-galactosidase with a predicted role in polysaccharide degradation	FALSE	FALSE	NA	1.2788	FALSE	2.3037	FALSE	1.6244	FALSE	1.5137	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	336169	338107	AN6387	.	-	1938	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	3.7244	FALSE	3.4562	FALSE	4.6874	FALSE	2.7895	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	338219	339654	AN6386	.	-	1435	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	FALSE	NA	34.0701	TRUE	15.5914	TRUE	51.087	TRUE	19.6566	TRUE	-1.07980591676914	-1.33432053462394	0.570681801753689	0.316167183898889	TRUE	An_kdmB_20h_HA_1_narrow_peak_1140	-335	-515	upstream	4.35458	17.91351	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1241	-722	-847	upstream	1.94353	6.0107	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	340853	342740	AN6385	.	-	1887	Ortholog of Aspergillus flavus NRRL 3357 : AFL2T_06541 and Aspergillus carbonarius ITEM 5010 : Acar5010_134933	FALSE	FALSE	NA	1.6077	FALSE	1.524	FALSE	3.7267	FALSE	3.6156	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	pseudo_overlapEnd	4.35458	17.91351	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	344375	345455	AN6384	.	-	1080	Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process	FALSE	FALSE	NA	0.7708	FALSE	2.6243	FALSE	1.3742	FALSE	2.753	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1242	0	-178	overlapStart	2.28553	6.98715	NA	NA	NA	2
ChrI_A_nidulans_FGSC_A4	346493	348686	AN6383	.	-	2193	Ortholog of A. fumigatus Af293 : Afu5g00450, Afu6g10780, A. niger CBS 513.88 : An03g05860, A. oryzae RIB40 : AO090003001528, AO090023001010 and Aspergillus wentii : Aspwe1_0052273, Aspwe1_0067889	FALSE	FALSE	NA	1.2226	FALSE	4.0209	FALSE	3.2827	FALSE	3.2951	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1243	-99	-347	upstream	2.62593	9.93238	NA	NA	NA	2
ChrI_A_nidulans_FGSC_A4	349975	351979	AN6382	.	+	2004	Has domain(s) with predicted phosphoric diester hydrolase activity and role in lipid metabolic process	FALSE	FALSE	NA	2.5374	FALSE	6.629	FALSE	4.4281	FALSE	5.973	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1244	-68	-252	upstream	4.47381	31.67476	NA	NA	NA	2
ChrI_A_nidulans_FGSC_A4	352164	353739	AN9495	.	-	1575	Has domain(s) with predicted DNA binding, nucleic acid binding activity	FALSE	FALSE	NA	2.3174	FALSE	2.4828	FALSE	4.5843	FALSE	4.2047	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	354171	355253	AN9496	.	+	1082	Has domain(s) with predicted cholestenol delta-isomerase activity, role in sterol metabolic process and endoplasmic reticulum, integral component of membrane localization	FALSE	FALSE	NA	4.8188	FALSE	3.3851	FALSE	3.8631	FALSE	3.7291	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	355130	356334	AN9497	.	-	1204	Has domain(s) with predicted hydrolase activity	FALSE	FALSE	NA	3.401	FALSE	3.7148	FALSE	2.522	FALSE	2.2108	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	356493	357650	AN9498	.	+	1157	Ortholog of A. fumigatus Af293 : Afu6g10770, A. niger CBS 513.88 : An11g00650, A. oryzae RIB40 : AO090023000195, Aspergillus wentii : Aspwe1_0039441 and Aspergillus sydowii : Aspsy1_0045568	FALSE	FALSE	NA	2.1315	FALSE	4.4453	FALSE	3.4237	FALSE	2.8065	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	357608	359958	AN9499	.	-	2350	Protein of unknown function	FALSE	FALSE	NA	1.2303	FALSE	3.0445	FALSE	2.1088	FALSE	1.7234	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	360424	362155	AN6381	.	+	1731	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	FALSE	NA	1.2754	FALSE	2.7623	FALSE	1.9338	FALSE	1.5696	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	363054	364368	AN6380	.	+	1314	Ortholog of A. fumigatus Af293 : Afu2g13930, A. niger CBS 513.88 : An02g05120, A. oryzae RIB40 : AO090026000179, Neosartorya fischeri NRRL 181 : NFIA_089090 and Aspergillus versicolor : Aspve1_0052622	FALSE	FALSE	NA	7.2746	FALSE	13.3821	TRUE	4.8287	FALSE	11.7747	FALSE	0.797512868218291	0	0	-0.170984934611104	TRUE	An_kdmB_20h_HA_1_narrow_peak_1141	-92	-422	upstream	5.52555	21.84239	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1245	0	-506	overlapStart	4.10908	33.19545	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	365309	367063	AN6379	.	+	1754	Protein of unknown function	FALSE	FALSE	NA	10.6029	FALSE	83.0009	TRUE	9.9854	FALSE	11.5297	FALSE	2.8559193512191	0	0	-2.74505291278991	TRUE	An_kdmB_20h_HA_1_narrow_peak_1142	-100	-416	upstream	4.33681	23.93967	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1246	-73	-336	upstream	5.76263	68.61284	NA	NA	NA	4
ChrI_A_nidulans_FGSC_A4	366986	368480	AN6378	.	-	1494	Ortholog of A. niger CBS 513.88 : An02g05060, A. oryzae RIB40 : AO090026000168, Aspergillus wentii : Aspwe1_0054681, Aspergillus sydowii : Aspsy1_0045559 and Aspergillus terreus NIH2624 : ATET_01381	FALSE	FALSE	NA	1.1779	FALSE	1.9247	FALSE	2.8066	FALSE	1.8601	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	371716	373885	AN6377	.	+	2169	Ortholog of A. niger CBS 513.88 : An02g05020, Neosartorya fischeri NRRL 181 : NFIA_089130, Aspergillus versicolor : Aspve1_0130757 and Aspergillus clavatus NRRL 1 : ACLA_073670	FALSE	FALSE	NA	1.3574	FALSE	2.4037	FALSE	2.1686	FALSE	2.1716	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
ChrI_A_nidulans_FGSC_A4	373947	375179	AN6376	.	-	1232	Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	FALSE	FALSE	NA	6.8112	FALSE	8.6645	FALSE	6.8668	FALSE	4.2702	FALSE	0	0	0	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	An_kdmB_48h_HA_1_narrow_peak_1247	0	-92	overlapStart	1.67265	3.37993	NA	NA	NA	2
